t,eyeRy,eyeRyUpper,eyeRyLower
0.113,0,0,0
0.114,0,0,0
0.115,0,0,0
0.116,0,0,0
0.117,0,0,0
0.118,0,0,0
0.119,0,0,0
0.12,0,0,0
0.121,0,0,0
0.122,0,0,0
0.123,0,0,0
0.124,0,0,0
0.125,0,0,0
0.126,0,0,0
0.127,0,0,0
0.128,0,0,0
0.129,0,0,0
0.13,0,0,0
0.131,0,0,0
0.132,0,0,0
0.133,0,0,0
0.134,0,0,0
0.135,0,0,0
0.136,0,0,0
0.137,0,0,0
0.138,0,0,0
0.139,0,0,0
0.14,0,0,0
0.141,0,0,0
0.142,0,0,0
0.143,0,0,0
0.144,0,0,0
0.145,0,0,0
0.146,0,0,0
0.147,0,0,0
0.148,0,0,0
0.149,0,0,0
0.15,0,0,0
0.151,0,0,0
0.152,0,0,0
0.153,0,0,0
0.154,0,0,0
0.155,0,0,0
0.156,0,0,0
0.157,0,0,0
0.158,0,0,0
0.159,0,0,0
0.16,0,0,0
0.161,0,0,0
0.162,0,0,0
0.163,0,0,0
0.164,0,0,0
0.165,0,0,0
0.166,0,0,0
0.167,0,0,0
0.168,0,0,0
0.169,0,0,0
0.17,0,0,0
0.171,0,0,0
0.172,0,0,0
0.173,0,0,0
0.174,0,0,0
0.175,0,0,0
0.176,0,0,0
0.177,0,0,0
0.178,0,0,0
0.179,0,0,0
0.18,0,0,0
0.181,0,0,0
0.182,0,0,0
0.183,0,0,0
0.184,0,0,0
0.185,0,0,0
0.186,0,0,0
0.187,0,0,0
0.188,0,0,0
0.189,0,0,0
0.19,0,0,0
0.191,0,0,0
0.192,0,0,0
0.193,0,0,0
0.194,0,0,0
0.195,0,0,0
0.196,0,0,0
0.197,0,0,0
0.198,0,0,0
0.199,0,0,0
0.2,0,0,0
0.201,0,0,0
0.202,0,0,0
0.203,0,0,0
0.204,0,0,0
0.205,0,0,0
0.206,0,0,0
0.207,0,0,0
0.208,0,0,0
0.209,0,0,0
0.21,0,0,0
0.211,0,0,0
0.212,0,0,0
0.213,0,0,0
0.214,0,0,0
0.215,0,0,0
0.216,0,0,0
0.217,0,0,0
0.218,0,0,0
0.219,0,0,0
0.22,0,0,0
0.221,0,0,0
0.222,0,0,0
0.223,0,0,0
0.224,0,0,0
0.225,0,0,0
0.226,0,0,0
0.227,0,0,0
0.228,0,0,0
0.229,0,0,0
0.23,0,0,0
0.231,0,0,0
0.232,0,0,0
0.233,0,0,0
0.234,0,0,0
0.235,0,0,0
0.236,0,0,0
0.237,0,0,0
0.238,0,0,0
0.239,0,0,0
0.24,0,0,0
0.241,0,0,0
0.242,0,0,0
0.243,0,0,0
0.244,0,0,0
0.245,0,0,0
0.246,0,0,0
0.247,0,0,0
0.248,0,0,0
0.249,0,0,0
0.25,0,0,0
0.251,0,0,0
0.252,0,0,0
0.253,0,0,0
0.254,0,0,0
0.255,0,0,0
0.256,0,0,0
0.257,0,0,0
0.258,0,0,0
0.259,0,0,0
0.26,0,0,0
0.261,0,0,0
0.262,0,0,0
0.263,0,0,0
0.264,0,0,0
0.265,0,0,0
0.266,0,0,0
0.267,0,0,0
0.268,0,0,0
0.269,0,0,0
0.27,0,0,0
0.271,0,0,0
0.272,0,0,0
0.273,0,0,0
0.274,0,0,0
0.275,0,0,0
0.276,0,0,0
0.277,0,0,0
0.278,0,0,0
0.279,0,0,0
0.28,0,0,0
0.281,0,0,0
0.282,0,0,0
0.283,0,0,0
0.284,0,0,0
0.285,0,0,0
0.286,0,0,0
0.287,0,0,0
0.288,0,0,0
0.289,0,0,0
0.29,0,0,0
0.291,0,0,0
0.292,0,0,0
0.293,0,0,0
0.294,0,0,0
0.295,0,0,0
0.296,0,0,0
0.297,0,0,0
0.298,0,0,0
0.299,0,0,0
0.3,0,0,0
0.301,0,0,0
0.302,0,0,0
0.303,0,0,0
0.304,0,0,0
0.305,0,0,0
0.306,0,0,0
0.307,0,0,0
0.308,0,0,0
0.309,0,0,0
0.31,0,0,0
0.311,0,0,0
0.312,0,0,0
0.313,0,0,0
0.314,0,0,0
0.315,0,0,0
0.316,0,0,0
0.317,0,0,0
0.318,0,0,0
0.319,0,0,0
0.32,0,0,0
0.321,0,0,0
0.322,0,0,0
0.323,0,0,0
0.324,0,0,0
0.325,0,0,0
0.326,0,0,0
0.327,0,0,0
0.328,0,0,0
0.329,0,0,0
0.33,0,0,0
0.331,0,0,0
0.332,0,0,0
0.333,0,0,0
0.334,0,0,0
0.335,0,0,0
0.336,0,0,0
0.337,0,0,0
0.338,0,0,0
0.339,0,0,0
0.34,0,0,0
0.341,0,0,0
0.342,0,0,0
0.343,0,0,0
0.344,0,0,0
0.345,0,0,0
0.346,0,0,0
0.347,0,0,0
0.348,0,0,0
0.349,0,0,0
0.35,0,0,0
0.351,0,0,0
0.352,0,0,0
0.353,0,0,0
0.354,0,0,0
0.355,0,0,0
0.356,0,0,0
0.357,0,0,0
0.358,0,0,0
0.359,0,0,0
0.36,0,0,0
0.361,0,0,0
0.362,0,0,0
0.363,0,0,0
0.364,0,0,0
0.365,0,0,0
0.366,0,0,0
0.367,0,0,0
0.368,0,0,0
0.369,0,0,0
0.37,0,0,0
0.371,0,0,0
0.372,0,0,0
0.373,0,0,0
0.374,0,0,0
0.375,0,0,0
0.376,0,0,0
0.377,0,0,0
0.378,0,0,0
0.379,0,0,0
0.38,0,0,0
0.381,0,0,0
0.382,0,0,0
0.383,0,0,0
0.384,0,0,0
0.385,0,0,0
0.386,0,0,0
0.387,0,0,0
0.388,0,0,0
0.389,0,0,0
0.39,0,0,0
0.391,0,0,0
0.392,0,0,0
0.393,0,0,0
0.394,0,0,0
0.395,0,0,0
0.396,0,0,0
0.397,0,0,0
0.398,0,0,0
0.399,0,0,0
0.4,0,0,0
0.401,0,0,0
0.402,0,0,0
0.403,0,0,0
0.404,0,0,0
0.405,0,0,0
0.406,0,0,0
0.407,0,0,0
0.408,0,0,0
0.409,0,0,0
0.41,0,0,0
0.411,0,0,0
0.412,0,0,0
0.413,0,0,0
0.414,0,0,0
0.415,0,0,0
0.416,0,0,0
0.417,0,0,0
0.418,0,0,0
0.419,0,0,0
0.42,0,0,0
0.421,0,0,0
0.422,0,0,0
0.423,0,0,0
0.424,0,0,0
0.425,0,0,0
0.426,0,0,0
0.427,0,0,0
0.428,0,0,0
0.429,0,0,0
0.43,0,0,0
0.431,0,0,0
0.432,0,0,0
0.433,0,0,0
0.434,0,0,0
0.435,0,0,0
0.436,0,0,0
0.437,0,0,0
0.438,0,0,0
0.439,0,0,0
0.44,0,0,0
0.441,0,0,0
0.442,0,0,0
0.443,0,0,0
0.444,0,0,0
0.445,0,0,0
0.446,0,0,0
0.447,0,0,0
0.448,0,0,0
0.449,0,0,0
0.45,0,0,0
0.451,0,0,0
0.452,0,0,0
0.453,0,0,0
0.454,0,0,0
0.455,0,0,0
0.456,0,0,0
0.457,0,0,0
0.458,0,0,0
0.459,0,0,0
0.46,0,0,0
0.461,0,0,0
0.462,0,0,0
0.463,0,0,0
0.464,0,0,0
0.465,0,0,0
0.466,0,0,0
0.467,0,0,0
0.468,0,0,0
0.469,0,0,0
0.47,0,0,0
0.471,0,0,0
0.472,0,0,0
0.473,0,0,0
0.474,0,0,0
0.475,0,0,0
0.476,0,0,0
0.477,0,0,0
0.478,0,0,0
0.479,0,0,0
0.48,0,0,0
0.481,0,0,0
0.482,0,0,0
0.483,0,0,0
0.484,0,0,0
0.485,0,0,0
0.486,0,0,0
0.487,0,0,0
0.488,0,0,0
0.489,0,0,0
0.49,0,0,0
0.491,0,0,0
0.492,0,0,0
0.493,0,0,0
0.494,0,0,0
0.495,0,0,0
0.496,0,0,0
0.497,0,0,0
0.498,0,0,0
0.499,0,0,0
0.5,0,0,0
0.501,0,0,0
0.502,0,0,0
0.503,0,0,0
0.504,0,0,0
0.505,0,0,0
0.506,0,0,0
0.507,0,0,0
0.508,0,0,0
0.509,0,0,0
0.51,0,0,0
0.511,0,0,0
0.512,0,0,0
0.513,0,0,0
0.514,0,0,0
0.515,0,0,0
0.516,0,0,0
0.517,0,0,0
0.518,0,0,0
0.519,0,0,0
0.52,0,0,0
0.521,0,0,0
0.522,0,0,0
0.523,0,0,0
0.524,0,0,0
0.525,0,0,0
0.526,0,0,0
0.527,0,0,0
0.528,0,0,0
0.529,0,0,0
0.53,0,0,0
0.531,0,0,0
0.532,0,0,0
0.533,0,0,0
0.534,0,0,0
0.535,0,0,0
0.536,0,0,0
0.537,0,0,0
0.538,0,0,0
0.539,0,0,0
0.54,0,0,0
0.541,0,0,0
0.542,0,0,0
0.543,0,0,0
0.544,-0.001570748,0.001941551303521839,-0.005083047303521838
0.545,-0.01044356,0.006094582270611897,-0.0269817022706119
0.546,-0.0308214,0.01418859219234547,-0.07583139219234547
0.547,-0.065253942,0.02572871570423955,-0.1562365997042395
0.548,-0.121267636,0.02698819689747656,-0.2695234688974765
0.549,-0.20553968,0.003623500020545206,-0.4147028600205452
0.55,-0.3209734,-0.05260102912922654,-0.5893457708707734
0.551,-0.4673238,-0.1445508595554825,-0.7900967404445174
0.552,-0.6424274000000001,-0.271931498319833,-1.012923301680167
0.553,-0.8431457999999999,-0.4330302150483915,-1.253261384951609
0.554,-1.0657042,-0.6253670788914113,-1.506041321108589
0.555,-1.305845,-0.845866061147361,-1.765823938852639
0.556,-1.558952,-1.090748294578951,-2.027155705421048
0.5570000000000001,-1.82054,-1.355347623880184,-2.285732376119816
0.5580000000000001,-2.086358,-1.634074187643201,-2.538641812356798
0.5590000000000001,-2.352322,-1.920494682406497,-2.784149317593503
0.5600000000000001,-2.614604,-2.207845177010258,-3.021362822989742
0.5610000000000001,-2.87029,-2.490536160190578,-3.250043839809421
0.5620000000000001,-3.1175,-2.764674094701083,-3.470325905298916
0.5629999999999999,-3.355232,-3.027834464013548,-3.682629535986452
0.5639999999999999,-3.583072,-3.278638107553709,-3.887505892446291
0.5649999999999999,-3.801014,-3.516455081004302,-4.085572918995697
0.5659999999999999,-4.009269999999999,-3.741116105286534,-4.277423894713464
0.5669999999999999,-4.208216,-3.952821872953194,-4.463610127046806
0.5679999999999999,-4.398262,-4.151997526882175,-4.644526473117825
0.569,-4.579829999999999,-4.33925677933735,-4.820403220662649
0.57,-4.753286,-4.515273153645019,-4.991298846354981
0.571,-4.918968,-4.680730640692103,-5.157205359307897
0.572,-5.077132000000001,-4.836222828173771,-5.318041171826231
0.573,-5.227962,-4.982289909867645,-5.473634090132355
0.574,-5.37164,-5.119492510323819,-5.623787489676181
0.575,-5.508386,-5.248417770921907,-5.768354229078093
0.576,-5.638466,-5.369690790521894,-5.907241209478107
0.577,-5.762166000000001,-5.48390620676713,-6.040425793232871
0.578,-5.87981,-5.591654381193078,-6.167965618806922
0.579,-5.991738000000001,-5.693503662741529,-6.289972337258472
0.58,-6.098284000000001,-5.78995316480832,-6.406614835191683
0.581,-6.199784,-5.881461594835048,-6.518106405164953
0.582,-6.296564,-5.968439881669756,-6.624688118330244
0.583,-6.388932,-6.05123360865056,-6.726630391349441
0.584,-6.477155999999999,-6.130137680699706,-6.824174319300292
0.585,-6.561468,-6.205404554431658,-6.917531445568342
0.586,-6.642084,-6.277254698092929,-7.00691330190707
0.587,-6.719200000000001,-6.345895447924889,-7.092504552075113
0.588,-6.792984,-6.411498759027298,-7.174469240972702
0.589,-6.863612000000001,-6.474236221387617,-7.252987778612384
0.59,-6.931228,-6.534256344752424,-7.328199655247576
0.591,-6.995984,-6.591698484145177,-7.400269515854823
0.592,-7.058012,-6.646705343148934,-7.469318656851065
0.593,-7.117448,-6.699392976743492,-7.535503023256509
0.594,-7.17441,-6.749876471583221,-7.598943528416779
0.595,-7.229013999999999,-6.798264432466844,-7.659763567533155
0.596,-7.281370000000001,-6.844658905911472,-7.71808109408853
0.597,-7.331586,-6.889160247664085,-7.774011752335914
0.598,-7.379761999999999,-6.931861973520876,-7.827662026479123
0.599,-7.425988000000001,-6.972841071487847,-7.879134928512156
0.6,-7.470358,-7.012188624037354,-7.928527375962646
0.601,-7.512957999999999,-7.049974176232904,-7.975941823767094
0.602,-7.553862000000001,-7.086271525471274,-8.021452474528727
0.603,-7.59316,-7.121157672463366,-8.065162327536635
0.604,-7.63091,-7.154682493024605,-8.107137506975395
0.605,-7.667185999999999,-7.18691561945379,-8.147456380546208
0.606,-7.702052,-7.217910415161432,-8.186193584838568
0.607,-7.735571999999999,-7.247719331902346,-8.223424668097653
0.608,-7.766247999999999,-7.27360887597512,-8.258887124024879
0.609,-7.794172000000001,-7.295647145083016,-8.292696854916985
0.61,-7.819830000000001,-7.314615377487944,-8.325044622512058
0.611,-7.843693999999999,-7.331298121620791,-8.356089878379208
0.612,-7.865381999999999,-7.345106390711999,-8.385657609288
0.613,-7.885184,-7.356563616520513,-8.413804383479487
0.614,-7.902744,-7.365945967654501,-8.4395420323455
0.615,-7.918415999999999,-7.373819845790295,-8.463012154209704
0.616,-7.931908,-7.381306793889806,-8.482509206110194
0.617,-7.943622,-7.388762971669379,-8.49848102833062
0.618,-7.954032000000001,-7.396253710784653,-8.511810289215347
0.619,-7.963536,-7.403764410036737,-8.523307589963263
0.62,-7.972409999999999,-7.411248994984505,-8.533571005015494
0.621,-7.980844,-7.418675400085348,-8.543012599914652
0.622,-7.988955999999999,-7.426018818353592,-8.551893181646406
0.623,-7.99682,-7.433254950826437,-8.560385049173561
0.624,-8.004481999999999,-7.440380755833671,-8.568583244166328
0.625,-8.011972,-7.447387294247179,-8.576556705752822
0.626,-8.019302,-7.454268975681952,-8.584335024318047
0.627,-8.026490000000001,-7.461033652480584,-8.591946347519418
0.628,-8.033542000000001,-7.467681647156651,-8.599402352843351
0.629,-8.040455999999999,-7.474203187132813,-8.606708812867184
0.63,-8.047244000000001,-7.48060936557496,-8.613878634425042
0.631,-8.053908,-7.486904439499716,-8.620911560500284
0.632,-8.060444,-7.493078725965715,-8.627809274034286
0.633,-8.066863999999999,-7.499140518294336,-8.634587481705662
0.634,-8.073166000000001,-7.505098164587714,-8.641233835412287
0.635,-8.079352,-7.510945451946585,-8.647758548053416
0.636,-8.085426000000002,-7.516688749523123,-8.654163250476881
0.637,-8.091386,-7.522324490776261,-8.66044750922374
0.638,-8.097235999999999,-7.527858948451554,-8.666613051548444
0.639,-8.102982000000001,-7.533293573077003,-8.672670426922998
0.64,-8.108622,-7.538630721057945,-8.678613278942056
0.641,-8.114155999999999,-7.543865245314286,-8.684446754685712
0.642,-8.119592000000001,-7.549011289872152,-8.69017271012785
0.643,-8.124925999999999,-7.55406064746054,-8.695791352539457
0.644,-8.130162,-7.55901925114469,-8.701304748855311
0.645,-8.135301999999999,-7.56388767162697,-8.706716328373028
0.646,-8.140345999999999,-7.568666195668938,-8.712025804331059
0.647,-8.145302000000001,-7.573359613417226,-8.717244386582776
0.648,-8.150164,-7.577965503077822,-8.722362496922178
0.649,-8.15494,-7.582493776368469,-8.72738622363153
0.65,-8.159624000000001,-7.586935380303398,-8.732312619696604
0.651,-8.164225999999999,-7.591298664136191,-8.737153335863807
0.652,-8.16874,-7.595580772864992,-8.741899227135008
0.653,-8.173171999999999,-7.599784093238791,-8.746559906761208
0.654,-8.177526,-7.603910514217059,-8.751141485782941
0.655,-8.181796,-7.60796378460076,-8.75562821539924
0.656,-8.18599,-7.61194508289856,-8.760034917101441
0.657,-8.190108,-7.615853943836703,-8.764362056163298
0.658,-8.19415,-7.619695198296681,-8.76860480170332
0.659,-8.198116000000001,-7.623457386099538,-8.772774613900463
0.66,-8.202008000000001,-7.627154771758217,-8.776861228241785
0.661,-8.205831999999999,-7.630789189924088,-8.780874810075909
0.662,-8.209586,-7.634353131128619,-8.784818868871382
0.663,-8.213267999999999,-7.637853586972311,-8.788682413027688
0.664,-8.216886000000001,-7.641293841366824,-8.792478158633177
0.665,-8.220434000000001,-7.644666780778552,-8.79620121922145
0.666,-8.22392,-7.647978709024956,-8.799861290975043
0.667,-8.22734,-7.651232584364686,-8.803447415635313
0.668,-8.230698,-7.654423780448232,-8.806972219551769
0.669,-8.233992000000001,-7.657562305136871,-8.81042169486313
0.67,-8.23723,-7.660641777739087,-8.813818222260913
0.671,-8.240407999999999,-7.663665609612401,-8.817150390387596
0.672,-8.243525999999999,-7.666635623255855,-8.820416376744143
0.673,-8.246585999999999,-7.669548731420231,-8.823623268579768
0.674,-8.249591999999998,-7.672410425562629,-8.826773574437366
0.675,-8.25254,-7.675219150644981,-8.829860849355018
0.676,-8.255438000000002,-7.677981800864517,-8.832894199135486
0.677,-8.258279999999999,-7.680688103199152,-8.835871896800846
0.678,-8.261068,-7.683347365462856,-8.838788634537144
0.679,-8.263805999999999,-7.68595436140234,-8.841657638597658
0.68,-8.266496,-7.688522907564028,-8.844469092435972
0.681,-8.269133999999999,-7.691038198484367,-8.847229801515631
0.6820000000000001,-8.271726000000001,-7.693509399728097,-8.849942600271905
0.6830000000000001,-8.274272,-7.695938633099905,-8.852605366900095
0.6840000000000001,-8.276766,-7.698316429224811,-8.855215570775188
0.6850000000000001,-8.279216,-7.70065762539118,-8.85777437460882
0.6860000000000001,-8.281622,-7.70295515062119,-8.860288849378811
0.6870000000000001,-8.283986000000001,-7.705209557036053,-8.862762442963948
0.6879999999999999,-8.286302000000001,-7.707421445895789,-8.865182554104212
0.6889999999999999,-8.288577999999999,-7.709595145314301,-8.867560854685697
0.6899999999999999,-8.290816,-7.711733636315869,-8.869898363684131
0.6909999999999999,-8.293008,-7.713828038269624,-8.872187961730377
0.6919999999999999,-8.295157999999999,-7.71588413720279,-8.874431862797207
0.6929999999999999,-8.297273999999998,-7.71790613246677,-8.876641867533227
0.694,-8.299348,-7.719891947033082,-8.878804052966919
0.695,-8.301382,-7.721835634581322,-8.880928365418677
0.696,-8.303384000000001,-7.723748329487911,-8.883019670512091
0.697,-8.305346,-7.725625400374629,-8.885066599625372
0.698,-8.307272000000001,-7.727465692842171,-8.887078307157831
0.699,-8.309162000000001,-7.729276707101483,-8.889047292898519
0.7,-8.311019999999999,-7.731058422264026,-8.890981577735973
0.701,-8.312842,-7.732802106613347,-8.892881893386653
0.702,-8.314629999999999,-7.734511692712597,-8.894748307287401
0.703,-8.316385999999998,-7.736195098546002,-8.896576901453994
0.704,-8.318109999999999,-7.737845393419518,-8.898374606580481
0.705,-8.319801999999999,-7.739469634996977,-8.900134365003021
0.706,-8.321462,-7.741055830348092,-8.901868169651909
0.707,-8.323091999999999,-7.742619518938235,-8.903564481061764
0.708,-8.324693999999999,-7.744155445397465,-8.905232554602534
0.709,-8.326263999999998,-7.745662646203781,-8.906865353796215
0.71,-8.327807999999999,-7.747141248695948,-8.90847475130405
0.711,-8.329319999999999,-7.748589852986776,-8.910050147013223
0.712,-8.330805999999999,-7.750017762834334,-8.911594237165664
0.713,-8.332268000000001,-7.751422003095485,-8.913113996904515
0.714,-8.3337,-7.75279892705384,-8.91460107294616
0.715,-8.335103999999999,-7.754144146628013,-8.916063853371986
0.716,-8.336484,-7.755469659359427,-8.917498340640574
0.717,-8.33784,-7.756767557657396,-8.918912442342604
0.718,-8.339170000000001,-7.758050117832819,-8.920289882167184
0.719,-8.340474,-7.759303658120789,-8.921644341879212
0.72,-8.341754,-7.760529163056498,-8.922978836943502
0.721,-8.343016,-7.761744400719595,-8.924287599280406
0.722,-8.344248,-7.762929217041803,-8.925566782958198
0.723,-8.345462000000001,-7.764092749634968,-8.926831250365034
0.724,-8.34665,-7.765240524888011,-8.92805947511199
0.725,-8.34782,-7.76636477158598,-8.929275228414021
0.726,-8.348965999999999,-7.767467614206883,-8.930464385793115
0.727,-8.350092,-7.768550037610354,-8.931633962389645
0.728,-8.351198,-7.769612877236359,-8.932783122763642
0.729,-8.35228,-7.770656433421066,-8.933903566578934
0.73,-8.353345999999998,-7.771679269792743,-8.935012730207253
0.731,-8.354392000000001,-7.772690438570087,-8.936093561429914
0.732,-8.355416,-7.773678503675412,-8.937153496324589
0.733,-8.356424000000001,-7.774644022405377,-8.938203977594624
0.734,-8.357414,-7.775603219522361,-8.939224780477641
0.735,-8.358384000000001,-7.776533665094194,-8.940234334905808
0.736,-8.359336000000001,-7.777453426725977,-8.941218573274025
0.737,-8.360272,-7.778354588617595,-8.942189411382406
0.738,-8.361190000000001,-7.779240678881743,-8.943139321118258
0.739,-8.36209,-7.780109455608695,-8.944070544391305
0.74,-8.362976,-7.780965002569539,-8.94498699743046
0.741,-8.363844,-7.781801089786329,-8.945886910213671
0.742,-8.364695999999999,-7.782622551859646,-8.946769448140351
0.743,-8.365531999999998,-7.783430337684901,-8.947633662315095
0.744,-8.366353999999999,-7.784221798365353,-8.948486201634646
0.745,-8.367159999999998,-7.784999582202636,-8.949320417797361
0.746,-8.367952000000001,-7.785767671569563,-8.950136328430439
0.747,-8.368728000000001,-7.786517160853219,-8.950938839146783
0.748,-8.369491999999999,-7.787253548616032,-8.951730451383966
0.749,-8.370242000000001,-7.787978947316766,-8.952505052683236
0.75,-8.370976000000001,-7.788690134784297,-8.953261865215703
0.751,-8.371698,-7.789388220956234,-8.954007779043767
0.752,-8.372408,-7.790075325689172,-8.954740674310827
0.753,-8.373099999999999,-7.790743410743898,-8.955456589256102
0.754,-8.373782,-7.791401495200947,-8.956162504799053
0.755,-8.374454,-7.792053528219628,-8.956854471780371
0.756,-8.375112,-7.792692331144285,-8.957531668855715
0.757,-8.375755999999999,-7.793313513972409,-8.958198486027589
0.758,-8.376391999999999,-7.79392921580688,-8.958854784193118
0.759,-8.377013999999999,-7.794531246924854,-8.959496753075143
0.76,-8.377621999999999,-7.795120047797262,-8.960123952202736
0.761,-8.378221999999999,-7.795703778036085,-8.960740221963913
0.762,-8.378812,-7.796275268136678,-8.961348731863323
0.763,-8.379388000000001,-7.796830968010857,-8.961945031989144
0.764,-8.379958,-7.797384696955653,-8.962531303044347
0.765,-8.380512,-7.797919415967213,-8.963104584032786
0.766,-8.381062,-7.798453144059756,-8.963670855940244
0.767,-8.381594,-7.798969562364571,-8.964218437635429
0.768,-8.382126,-7.799485980365234,-8.964766019634766
0.769,-8.382638,-7.799982398061771,-8.96529360193823
0.77,-8.383148,-7.800476124524618,-8.965819875475383
0.771,-8.383644,-7.800960162546103,-8.966327837453898
0.772,-8.384136000000002,-7.801436579346436,-8.966835420653567
0.773,-8.384612000000001,-7.801901024798743,-8.967322975201258
0.774,-8.385083999999999,-7.802357440943352,-8.967810559056646
0.775,-8.385548,-7.802806548093582,-8.968289451906418
0.776,-8.386002,-7.803247893776801,-8.968756106223198
0.777,-8.386446000000001,-7.803679239168535,-8.969212760831468
0.778,-8.386882,-7.804103275808734,-8.969660724191266
0.779,-8.387309999999999,-7.80452041091145,-8.970099589088548
0.78,-8.387735999999999,-7.804934447213804,-8.970537552786194
0.781,-8.38815,-7.805335791653977,-8.970964208346022
0.782,-8.388555999999999,-7.805729827603804,-8.971382172396195
0.783,-8.388954,-7.806116961815226,-8.971791038184774
0.784,-8.389343999999999,-7.806499025903113,-8.972188974096886
0.785,-8.38973,-7.806873061334946,-8.972586938665055
0.786,-8.390105999999999,-7.807237096617772,-8.972974903382227
0.787,-8.390478,-7.807601852203574,-8.973354147796424
0.788,-8.390840000000001,-7.807954894640463,-8.97372510535954
0.789,-8.391195999999999,-7.808298929429216,-8.974093070570781
0.79,-8.391548,-7.808643684593089,-8.974452315406911
0.791,-8.39189,-7.808978439641141,-8.974801560358859
0.792,-8.392227999999999,-7.809307404232445,-8.975148595767553
0.793,-8.39256,-7.80963215905397,-8.975487840946029
0.794,-8.392886000000001,-7.809946193176002,-8.975825806823998
0.795,-8.393201999999999,-7.810256856851864,-8.976147143148134
0.796,-8.393516,-7.810559911833833,-8.976472088166167
0.797,-8.393824,-7.810863267849026,-8.976784732150975
0.798,-8.394126,-7.811158022122998,-8.977093977877002
0.799,-8.394423999999999,-7.81144698584764,-8.977401014152358
0.8,-8.394715999999999,-7.811731739895148,-8.97770026010485
0.801,-8.394998000000001,-7.812006493826884,-8.977989506173119
0.802,-8.395282,-7.812286177913769,-8.97827782208623
0.803,-8.395555999999999,-7.812551910280209,-8.978560089719789
0.804,-8.395826000000001,-7.812813566316121,-8.978838433683881
0.805,-8.396091999999999,-7.813075943085612,-8.979108056914386
0.806,-8.39635,-7.813329702883339,-8.979370297116661
0.8070000000000001,-8.396607999999999,-7.81358038018255,-8.979635619817447
0.8080000000000001,-8.396856,-7.813823735343917,-8.979888264656083
0.8090000000000001,-8.397105999999999,-7.814065391096983,-8.980146608903015
0.8100000000000001,-8.397346000000001,-7.814301843498969,-8.980390156501032
0.8110000000000001,-8.397582,-7.814529827488826,-8.980634172511174
0.8120000000000001,-8.397816000000001,-7.814763903245345,-8.980868096754655
0.8129999999999999,-8.398046000000001,-7.814985558767705,-8.981106441232297
0.8139999999999999,-8.39827,-7.815205241847014,-8.981334758152986
0.8149999999999999,-8.398488,-7.815420715400701,-8.981555284599299
0.8159999999999999,-8.398706000000001,-7.815634070020517,-8.981777929979485
0.8169999999999999,-8.398918,-7.815840655670794,-8.981995344329206
0.8179999999999999,-8.399125999999999,-7.816046129030335,-8.982205870969663
0.819,-8.399330000000001,-7.81624540806672,-8.982414591933281
0.82,-8.401558,-7.821424540208203,-8.981691459791797
0.821,-8.40734,-7.835253078282679,-8.979426921717319
0.822,-8.417995999999999,-7.859918199079733,-8.976073800920265
