t,eyeRy,eyeRyUpper,eyeRyLower
0.113,0,0,0
0.114,0,0,0
0.115,0,0,0
0.116,0,0,0
0.117,0,0,0
0.118,0,0,0
0.119,0,0,0
0.12,0,0,0
0.121,0,0,0
0.122,0,0,0
0.123,0,0,0
0.124,0,0,0
0.125,0,0,0
0.126,0,0,0
0.127,0,0,0
0.128,0,0,0
0.129,0,0,0
0.13,0,0,0
0.131,0,0,0
0.132,0,0,0
0.133,0,0,0
0.134,0,0,0
0.135,0,0,0
0.136,0,0,0
0.137,0,0,0
0.138,0,0,0
0.139,0,0,0
0.14,0,0,0
0.141,0,0,0
0.142,0,0,0
0.143,0,0,0
0.144,0,0,0
0.145,0,0,0
0.146,0,0,0
0.147,0,0,0
0.148,0,0,0
0.149,0,0,0
0.15,0,0,0
0.151,0,0,0
0.152,0,0,0
0.153,0,0,0
0.154,0,0,0
0.155,0,0,0
0.156,0,0,0
0.157,0,0,0
0.158,0,0,0
0.159,0,0,0
0.16,0,0,0
0.161,0,0,0
0.162,0,0,0
0.163,0,0,0
0.164,0,0,0
0.165,0,0,0
0.166,0,0,0
0.167,0,0,0
0.168,0,0,0
0.169,0,0,0
0.17,0,0,0
0.171,0,0,0
0.172,0,0,0
0.173,0,0,0
0.174,0,0,0
0.175,0,0,0
0.176,0,0,0
0.177,0,0,0
0.178,0,0,0
0.179,0,0,0
0.18,0,0,0
0.181,0,0,0
0.182,0,0,0
0.183,0,0,0
0.184,0,0,0
0.185,0,0,0
0.186,0,0,0
0.187,0,0,0
0.188,0,0,0
0.189,0,0,0
0.19,0,0,0
0.191,0,0,0
0.192,0,0,0
0.193,0,0,0
0.194,0,0,0
0.195,0,0,0
0.196,0,0,0
0.197,0,0,0
0.198,0,0,0
0.199,0,0,0
0.2,0,0,0
0.201,0,0,0
0.202,0,0,0
0.203,0,0,0
0.204,0,0,0
0.205,0,0,0
0.206,0,0,0
0.207,0,0,0
0.208,0,0,0
0.209,0,0,0
0.21,0,0,0
0.211,0,0,0
0.212,0,0,0
0.213,0,0,0
0.214,0,0,0
0.215,0,0,0
0.216,0,0,0
0.217,0,0,0
0.218,0,0,0
0.219,0,0,0
0.22,0,0,0
0.221,0,0,0
0.222,0,0,0
0.223,0,0,0
0.224,0,0,0
0.225,0,0,0
0.226,0,0,0
0.227,0,0,0
0.228,0,0,0
0.229,0,0,0
0.23,0,0,0
0.231,0,0,0
0.232,0,0,0
0.233,0,0,0
0.234,0,0,0
0.235,0,0,0
0.236,0,0,0
0.237,0,0,0
0.238,0,0,0
0.239,0,0,0
0.24,0,0,0
0.241,0,0,0
0.242,0,0,0
0.243,0,0,0
0.244,0,0,0
0.245,0,0,0
0.246,0,0,0
0.247,0,0,0
0.248,0,0,0
0.249,0,0,0
0.25,0,0,0
0.251,0,0,0
0.252,0,0,0
0.253,0,0,0
0.254,0,0,0
0.255,0,0,0
0.256,0,0,0
0.257,0,0,0
0.258,0,0,0
0.259,0,0,0
0.26,0,0,0
0.261,0,0,0
0.262,0,0,0
0.263,0,0,0
0.264,0,0,0
0.265,0,0,0
0.266,0,0,0
0.267,0,0,0
0.268,0,0,0
0.269,0,0,0
0.27,0,0,0
0.271,0,0,0
0.272,0,0,0
0.273,0,0,0
0.274,0,0,0
0.275,0,0,0
0.276,0,0,0
0.277,0,0,0
0.278,0,0,0
0.279,0,0,0
0.28,0,0,0
0.281,0,0,0
0.282,0,0,0
0.283,0,0,0
0.284,0,0,0
0.285,0,0,0
0.286,0,0,0
0.287,0,0,0
0.288,0,0,0
0.289,0,0,0
0.29,0,0,0
0.291,0,0,0
0.292,0,0,0
0.293,0,0,0
0.294,0,0,0
0.295,0,0,0
0.296,0,0,0
0.297,0,0,0
0.298,0,0,0
0.299,0,0,0
0.3,0,0,0
0.301,0,0,0
0.302,0,0,0
0.303,0,0,0
0.304,0,0,0
0.305,0,0,0
0.306,0,0,0
0.307,0,0,0
0.308,0,0,0
0.309,0,0,0
0.31,0,0,0
0.311,0,0,0
0.312,0,0,0
0.313,0,0,0
0.314,0,0,0
0.315,0,0,0
0.316,0,0,0
0.317,0,0,0
0.318,0,0,0
0.319,0,0,0
0.32,0,0,0
0.321,0,0,0
0.322,0,0,0
0.323,0,0,0
0.324,0,0,0
0.325,0,0,0
0.326,0,0,0
0.327,0,0,0
0.328,0,0,0
0.329,0,0,0
0.33,0,0,0
0.331,0,0,0
0.332,0,0,0
0.333,0,0,0
0.334,0,0,0
0.335,0,0,0
0.336,0,0,0
0.337,0,0,0
0.338,0,0,0
0.339,0,0,0
0.34,0,0,0
0.341,0,0,0
0.342,0,0,0
0.343,0,0,0
0.344,0,0,0
0.345,0,0,0
0.346,0,0,0
0.347,0,0,0
0.348,0,0,0
0.349,0,0,0
0.35,0,0,0
0.351,0,0,0
0.352,0,0,0
0.353,0,0,0
0.354,0,0,0
0.355,0,0,0
0.356,0,0,0
0.357,0,0,0
0.358,0,0,0
0.359,0,0,0
0.36,0,0,0
0.361,0,0,0
0.362,0,0,0
0.363,0,0,0
0.364,0,0,0
0.365,0,0,0
0.366,0,0,0
0.367,0,0,0
0.368,0,0,0
0.369,0,0,0
0.37,0,0,0
0.371,0,0,0
0.372,0,0,0
0.373,0,0,0
0.374,0,0,0
0.375,0,0,0
0.376,0,0,0
0.377,0,0,0
0.378,0,0,0
0.379,0,0,0
0.38,0,0,0
0.381,0,0,0
0.382,0,0,0
0.383,0,0,0
0.384,0,0,0
0.385,0,0,0
0.386,0,0,0
0.387,0,0,0
0.388,0,0,0
0.389,0,0,0
0.39,0,0,0
0.391,0,0,0
0.392,0,0,0
0.393,0,0,0
0.394,0,0,0
0.395,0,0,0
0.396,0,0,0
0.397,0,0,0
0.398,0,0,0
0.399,0,0,0
0.4,0,0,0
0.401,0,0,0
0.402,0,0,0
0.403,0,0,0
0.404,0,0,0
0.405,0,0,0
0.406,0,0,0
0.407,0,0,0
0.408,0,0,0
0.409,0,0,0
0.41,0,0,0
0.411,0,0,0
0.412,0,0,0
0.413,0,0,0
0.414,0,0,0
0.415,0,0,0
0.416,0,0,0
0.417,0,0,0
0.418,0,0,0
0.419,0,0,0
0.42,0,0,0
0.421,0,0,0
0.422,0,0,0
0.423,0,0,0
0.424,0,0,0
0.425,0,0,0
0.426,0,0,0
0.427,0,0,0
0.428,0,0,0
0.429,0,0,0
0.43,0,0,0
0.431,0,0,0
0.432,0,0,0
0.433,0,0,0
0.434,0,0,0
0.435,0,0,0
0.436,0,0,0
0.437,0,0,0
0.438,0,0,0
0.439,0,0,0
0.44,0,0,0
0.441,0,0,0
0.442,0,0,0
0.443,0,0,0
0.444,0,0,0
0.445,0,0,0
0.446,0,0,0
0.447,0,0,0
0.448,0,0,0
0.449,0,0,0
0.45,0,0,0
0.451,0,0,0
0.452,0,0,0
0.453,0,0,0
0.454,0,0,0
0.455,0,0,0
0.456,0,0,0
0.457,0,0,0
0.458,0,0,0
0.459,0,0,0
0.46,0,0,0
0.461,0,0,0
0.462,0,0,0
0.463,0,0,0
0.464,0,0,0
0.465,0,0,0
0.466,0,0,0
0.467,0,0,0
0.468,0,0,0
0.469,0,0,0
0.47,0,0,0
0.471,0,0,0
0.472,0,0,0
0.473,0,0,0
0.474,0,0,0
0.475,0,0,0
0.476,0,0,0
0.477,0,0,0
0.478,0,0,0
0.479,0,0,0
0.48,0,0,0
0.481,0,0,0
0.482,0,0,0
0.483,0,0,0
0.484,0,0,0
0.485,0,0,0
0.486,0,0,0
0.487,0,0,0
0.488,0,0,0
0.489,0,0,0
0.49,0,0,0
0.491,0,0,0
0.492,0,0,0
0.493,0,0,0
0.494,0,0,0
0.495,0,0,0
0.496,0,0,0
0.497,0,0,0
0.498,0,0,0
0.499,0,0,0
0.5,0,0,0
0.501,0,0,0
0.502,0,0,0
0.503,0,0,0
0.504,0,0,0
0.505,0,0,0
0.506,0,0,0
0.507,0,0,0
0.508,0,0,0
0.509,0,0,0
0.51,0,0,0
0.511,0,0,0
0.512,0,0,0
0.513,0,0,0
0.514,0,0,0
0.515,0,0,0
0.516,0,0,0
0.517,0,0,0
0.518,0,0,0
0.519,0,0,0
0.52,0,0,0
0.521,0,0,0
0.522,0,0,0
0.523,0,0,0
0.524,0,0,0
0.525,0,0,0
0.526,0,0,0
0.527,0,0,0
0.528,0,0,0
0.529,0,0,0
0.53,0,0,0
0.531,0,0,0
0.532,0,0,0
0.533,0,0,0
0.534,0,0,0
0.535,0,0,0
0.536,0,0,0
0.537,0,0,0
0.538,0,0,0
0.539,0,0,0
0.54,0,0,0
0.541,0,0,0
0.542,0,0,0
0.543,0,0,0
0.544,0,0,0
0.545,0,0,0
0.546,-0.001953548,0.00241471812530876,-0.00632181412530876
0.547,-0.02596276,-0.01052160103514248,-0.04140391896485753
0.548,-0.09208583999999999,-0.06073021233919561,-0.1234414676608044
0.549,-0.2112004,-0.1618820787765439,-0.2605187212234561
0.55,-0.3862268,-0.318844390175922,-0.453609209824078
0.551,-0.6152498,-0.5307237817795727,-0.6997758182204272
0.552,-0.8940339999999999,-0.7938240536099334,-0.9942439463900664
0.553,-1.216798,-1.10281871999701,-1.33077728000299
0.554,-1.576388,-1.450957711712043,-1.701818288287957
0.555,-1.96443,-1.830223178265783,-2.098636821734218
0.556,-2.371424,-2.231411086202737,-2.511436913797264
0.5570000000000001,-2.78697,-2.64429215641523,-2.929647843584769
0.5580000000000001,-3.201654,-3.058672124819962,-3.344635875180038
0.5590000000000001,-3.60866,-3.466878345509723,-3.750441654490276
0.5600000000000001,-4.003636,-3.863889355568014,-4.143382644431986
0.5610000000000001,-4.3841,-4.246756071848807,-4.521443928151193
0.5620000000000001,-4.748836,-4.613963454127981,-4.883708545872019
0.5629999999999999,-5.097468,-4.96495797936005,-5.22997802063995
0.5639999999999999,-5.430138,-5.299782301735598,-5.560493698264403
0.5649999999999999,-5.747287999999999,-5.618842845478702,-5.875733154521297
0.5659999999999999,-6.049528,-5.922725247782235,-6.176330752217766
0.5669999999999999,-6.337562,-6.212154340863886,-6.462969659136115
0.5679999999999999,-6.612134,-6.487883611952316,-6.736384388047684
0.569,-6.873938000000001,-6.750659022189508,-6.997216977810494
0.57,-7.123500000000002,-7.001024156667531,-7.245975843332473
0.571,-7.361172000000001,-7.239331155575809,-7.483012844424192
0.572,-7.587255999999999,-7.465875399696656,-7.708636600303342
0.573,-7.802102000000001,-7.681017248813074,-7.923186751186927
0.574,-8.006095999999999,-7.885141980513255,-8.127050019486745
0.575,-8.199666000000001,-8.078705099788403,-8.320626900211598
0.576,-8.383266000000001,-8.262168319056062,-8.504363680943939
0.577,-8.557378,-8.436037095437689,-8.678718904562311
0.578,-8.722507999999999,-8.600839888236891,-8.844176111763108
0.579,-8.87918,-8.75711609870236,-9.00124390129764
0.58,-9.027936,-8.905439956267969,-9.150432043732032
0.581,-9.169316,-9.046372482765459,-9.292259517234541
0.582,-9.303836,-9.180446023178542,-9.427225976821459
0.583,-9.431951999999999,-9.308113827088736,-9.555790172911262
0.584,-9.554065999999999,-9.429781246993043,-9.678350753006955
0.585,-9.670526000000001,-9.545796329191488,-9.795255670808514
0.586,-9.781644,-9.656467764116346,-9.906820235883654
0.587,-9.887697999999999,-9.762083422939851,-10.01331257706015
0.588,-9.988960000000001,-9.862901584176225,-10.11501841582378
0.589,-10.085662,-9.959184552524176,-10.21213944747583
0.59,-10.17804,-10.05114648952764,-10.30493351047236
0.591,-10.26632,-10.13896252279509,-10.39367747720491
0.592,-10.35066,-10.22290011584226,-10.47841988415774
0.593,-10.43132,-10.30318451701422,-10.55945548298578
0.594,-10.5084,-10.37987854264754,-10.63692145735246
0.595,-10.58212,-10.45318487290114,-10.71105512709886
0.596,-10.65264,-10.52334849602545,-10.78193150397455
0.597,-10.72012,-10.59046867142987,-10.84977132857013
0.598,-10.78468,-10.65468401160036,-10.91467598839964
0.599,-10.8465,-10.7161839994475,-10.9768160005525
0.6,-10.90564,-10.77499904929923,-11.03628095070077
0.601,-10.96232,-10.8313618692864,-11.0932781307136
0.602,-11.01656,-10.88531087428863,-11.14780912571137
0.603,-11.06856,-10.93702961187619,-11.20009038812381
0.604,-11.11834,-10.98656740042027,-11.25011259957973
0.605,-11.1661,-11.03405510233258,-11.29814489766742
0.606,-11.21184,-11.07955540906062,-11.34412459093938
0.607,-11.25574,-11.12318528299604,-11.38829471700396
0.608,-11.29784,-11.16507943356553,-11.43060056643446
0.609,-11.3382,-11.20522607398441,-11.47117392601559
0.61,-11.37694,-11.24376949650918,-11.51011050349083
0.611,-11.41414,-11.28078246178037,-11.54749753821963
0.612,-11.44984,-11.3162776812121,-11.5834023187879
0.613,-11.48412,-11.35036560941786,-11.61787439058214
0.614,-11.51704,-11.38314631829694,-11.65093368170306
0.615,-11.54868,-11.41460747485036,-11.68275252514964
0.616,-11.57906,-11.44481932807081,-11.71330067192919
0.617,-11.60828,-11.47388068080529,-11.7426793191947
0.618,-11.63636,-11.50185697772912,-11.77086302227088
0.619,-11.66338,-11.5287643731211,-11.7979956268789
0.62,-11.68936,-11.55462036960122,-11.82409963039878
0.621,-11.71312,-11.57775125545385,-11.84848874454615
0.622,-11.73416,-11.5968556919831,-11.8714643080169
0.623,-11.75228,-11.61197833571907,-11.89258166428093
0.624,-11.76748,-11.6245397782288,-11.9104202217712
0.625,-11.78046,-11.63561812760117,-11.92530187239883
0.626,-11.7918,-11.645669082669,-11.937930917331
0.627,-11.80204,-11.65507931478113,-11.94900068521887
0.628,-11.81152,-11.66402224747475,-11.95901775252525
0.629,-11.82048,-11.67267825102523,-11.96828174897477
0.63,-11.82906,-11.68108130896646,-11.97703869103354
0.631,-11.83736,-11.68927671937723,-11.98544328062276
0.632,-11.8454,-11.69728728953935,-11.99351271046065
0.633,-11.85324,-11.7050978115458,-12.0013821884542
0.634,-11.86094,-11.71275790594002,-12.00912209405998
0.635,-11.86842,-11.7202288160517,-12.0166111839483
0.636,-11.87582,-11.72764234648909,-12.02399765351091
0.637,-11.88302,-11.73483222385095,-12.03120777614905
0.638,-11.89008,-11.74192520932484,-12.03823479067516
0.639,-11.89702,-11.74884570398345,-12.04519429601655
0.64,-11.9038,-11.75568128072387,-12.05191871927613
0.641,-11.91046,-11.76232073106701,-12.05859926893299
0.642,-11.91696,-11.76883413122618,-12.06508586877382
0.643,-11.92336,-11.77523413122618,-12.07148586877382
0.644,-11.92966,-11.78154749883956,-12.07777250116044
0.645,-11.9358,-11.78770903133547,-12.08389096866453
0.646,-11.94182,-11.79373015564868,-12.08990984435133
0.647,-11.94774,-11.79967270786565,-12.09580729213435
0.648,-11.95354,-11.80548599633917,-12.10159400366083
0.649,-11.9592,-11.81112533977753,-12.10727466022247
0.65,-11.96478,-11.81669606434187,-12.11286393565812
0.651,-11.97024,-11.82218891759936,-12.11829108240064
0.652,-11.97558,-11.82750928378643,-12.12365071621357
0.653,-11.98084,-11.83280212309007,-12.12887787690993
0.654,-11.98598,-11.8379635583457,-12.1339964416543
0.655,-11.99102,-11.84298389967309,-12.13905610032691
0.656,-11.99598,-11.84797671625264,-12.14398328374735
0.657,-12.0008,-11.85281919043335,-12.14878080956664
0.658,-12.00558,-11.85758984154343,-12.15357015845657
0.659,-12.01022,-11.86225122964625,-12.15818877035375
0.66,-12.0148,-11.86682185972246,-12.16277814027754
0.661,-12.01928,-11.87134401046398,-12.16721598953602
0.662,-12.02364,-11.87568322252766,-12.17159677747234
0.663,-12.02796,-11.88002566321506,-12.17589433678494
0.664,-12.03218,-11.88425707412304,-12.18010292587696
0.665,-12.0363,-11.88838901325459,-12.18421098674541
0.666,-12.04036,-11.89243869321832,-12.18828130678168
0.667,-12.04432,-11.89643143722383,-12.19220856277616
0.668,-12.04824,-11.90037385106794,-12.19610614893207
0.669,-12.05204,-11.90416331826823,-12.19991668173177
0.67,-12.0558,-11.90791497709369,-12.20368502290631
0.671,-12.05946,-11.91160572038659,-12.20731427961341
0.672,-12.06304,-11.91517626881483,-12.21090373118517
0.673,-12.0666,-11.9187689646928,-12.2144310353072
0.674,-12.07006,-11.92221865598555,-12.21790134401445
0.675,-12.07346,-11.92560807069233,-12.22131192930767
0.676,-12.07678,-11.92895044612122,-12.22460955387878
0.677,-12.08004,-11.93224311911275,-12.22783688088725
0.678,-12.08324,-11.93544311911275,-12.23103688088725
0.679,-12.08636,-11.93858548257565,-12.23413451742435
0.68,-12.08944,-11.94165597515293,-12.23722402484707
0.681,-12.09244,-11.94465597515293,-12.24022402484707
0.6820000000000001,-12.09538,-11.94761719344842,-12.24314280655158
0.6830000000000001,-12.09828,-11.95051719344842,-12.24604280655158
0.6840000000000001,-12.10112,-11.95339096764684,-12.24884903235316
0.6850000000000001,-12.1039,-11.95615953499464,-12.25164046500536
0.6860000000000001,-12.10666,-11.9589521701466,-12.2543678298534
0.6870000000000001,-12.10932,-11.96159118764439,-12.25704881235561
0.6879999999999999,-12.11194,-11.96422262458329,-12.25965737541671
0.6889999999999999,-12.1145,-11.966813355377,-12.262186644623
0.6899999999999999,-12.117,-11.96932611943881,-12.26467388056119
0.6909999999999999,-12.1195,-11.97182611943881,-12.26717388056119
0.6919999999999999,-12.1219,-11.97422611943881,-12.26957388056119
0.6929999999999999,-12.12426,-11.97661871851003,-12.27190128148997
0.694,-12.1266,-11.97893885074265,-12.27426114925735
0.695,-12.12888,-11.98126102425501,-12.27649897574499
0.696,-12.13112,-11.98345769269038,-12.27878230730962
0.697,-12.1333,-11.98567986248482,-12.28092013751518
0.698,-12.13546,-11.98783143569078,-12.28308856430922
0.699,-12.13756,-11.98993143569078,-12.28518856430921
0.7,-12.1396,-11.99199256455042,-12.28720743544957
0.701,-12.14166,-11.99408512747761,-12.28923487252239
0.702,-12.14364,-11.99606629638042,-12.29121370361958
0.703,-12.14558,-11.9980274093755,-12.2931325906245
0.704,-12.14748,-11.9999274093755,-12.2950325906245
0.705,-12.14938,-12.0018274093755,-12.2969325906245
0.706,-12.15118,-12.0036274093755,-12.2987325906245
0.707,-12.153,-12.00546968108216,-12.30053031891784
0.708,-12.15474,-12.00721995729393,-12.30226004270607
0.709,-12.15648,-12.00894004947812,-12.30401995052188
0.71,-12.15818,-12.01068104407149,-12.30567895592851
0.711,-12.15982,-12.0123011300206,-12.3073388699794
0.712,-12.16148,-12.01398104407149,-12.30897895592851
0.713,-12.16306,-12.01555139686106,-12.31056860313893
0.714,-12.1646,-12.01712330692614,-12.31207669307385
0.715,-12.16618,-12.01869365486934,-12.31366634513066
0.716,-12.16768,-12.02019365486934,-12.31516634513066
0.717,-12.16912,-12.02165470916857,-12.31658529083144
0.718,-12.17058,-12.0231580816839,-12.3180019183161
0.719,-12.172,-12.02453590267458,-12.31946409732542
0.72,-12.17338,-12.0259580816839,-12.3208019183161
0.721,-12.17474,-12.02729694997729,-12.32218305002271
0.722,-12.17606,-12.02862841247548,-12.32349158752452
0.723,-12.17738,-12.02994721192353,-12.32481278807646
0.724,-12.17866,-12.03122841247548,-12.32609158752452
0.725,-12.1799,-12.03248945085239,-12.32731054914761
0.726,-12.18116,-12.03378015741629,-12.32853984258371
0.727,-12.18238,-12.03501162822369,-12.32974837177631
0.728,-12.18354,-12.03615047187809,-12.33092952812191
0.729,-12.18472,-12.03733167956721,-12.33210832043279
0.73,-12.18584,-12.03845047187809,-12.33322952812191
0.731,-12.18696,-12.03958193853901,-12.33433806146099
0.732,-12.18806,-12.04069269358504,-12.33542730641496
0.733,-12.18912,-12.04177264847986,-12.33646735152014
0.734,-12.19018,-12.04282416536832,-12.33753583463169
0.735,-12.19122,-12.043885170445,-12.338554829555
0.736,-12.19222,-12.044885170445,-12.339554829555
0.737,-12.19322,-12.045885170445,-12.340554829555
0.738,-12.19422,-12.046885170445,-12.341554829555
0.739,-12.19512,-12.047785170445,-12.342454829555
0.74,-12.19608,-12.04877763409911,-12.34338236590089
0.741,-12.19698,-12.04967763409911,-12.34428236590089
0.742,-12.19788,-12.05057763409911,-12.34518236590089
0.743,-12.19876,-12.05144615815206,-12.34607384184794
0.744,-12.1996,-12.05231984179802,-12.34688015820198
0.745,-12.20046,-12.05314615815206,-12.34777384184794
0.746,-12.2013,-12.05401984179802,-12.34858015820198
0.747,-12.2021,-12.05481984179802,-12.34938015820198
0.748,-12.2029,-12.05561984179802,-12.35018015820198
0.749,-12.2037,-12.05641984179802,-12.35098015820198
0.75,-12.20444,-12.05718081352934,-12.35169918647066
0.751,-12.2052,-12.05791984179802,-12.35248015820198
0.752,-12.20594,-12.05868081352934,-12.35319918647066
0.753,-12.20664,-12.05938081352934,-12.35389918647066
0.754,-12.20734,-12.06008081352934,-12.35459918647066
0.755,-12.20804,-12.06078081352934,-12.35529918647066
0.756,-12.20874,-12.06148081352934,-12.35599918647066
0.757,-12.2094,-12.06217325310936,-12.35662674689064
0.758,-12.21006,-12.06282300396979,-12.35729699603021
0.759,-12.2107,-12.06347325310936,-12.35792674689064
0.76,-12.2113,-12.06407325310936,-12.35852674689064
0.761,-12.21192,-12.06471544164667,-12.35912455835333
0.762,-12.21252,-12.06531544164667,-12.35972455835333
0.763,-12.21312,-12.06591544164667,-12.36032455835333
0.764,-12.21372,-12.06651544164667,-12.36092455835333
0.765,-12.21428,-12.06709543219481,-12.36146456780519
0.766,-12.21482,-12.06761544164667,-12.36202455835333
0.767,-12.2154,-12.0682376236941,-12.3625623763059
0.768,-12.21592,-12.06871544164667,-12.36312455835333
0.769,-12.21644,-12.06923419848389,-12.36364580151611
0.77,-12.21696,-12.06977637998745,-12.36414362001255
0.771,-12.21746,-12.07027637998745,-12.36464362001255
0.772,-12.21796,-12.07077637998744,-12.36514362001255
0.773,-12.21844,-12.07129856124123,-12.36558143875877
0.774,-12.2189,-12.0717376236941,-12.3660623763059
0.775,-12.21938,-12.07220786608872,-12.36655213391128
0.776,-12.21984,-12.07269856124123,-12.36698143875877
0.777,-12.22028,-12.07310786608872,-12.36745213391128
0.778,-12.22074,-12.07359856124123,-12.36788143875877
0.779,-12.22114,-12.07399856124123,-12.36828143875877
0.78,-12.22154,-12.07439856124123,-12.36868143875877
0.781,-12.222,-12.07485004247367,-12.36914995752633
0.782,-12.2224,-12.07525004247367,-12.36954995752633
0.783,-12.22278,-12.07567222658201,-12.36988777341799
0.784,-12.22318,-12.076072226582,-12.37028777341799
0.785,-12.22356,-12.07644073545589,-12.37067926454411
0.786,-12.22392,-12.07676879545175,-12.37107120454825
0.787,-12.2243,-12.07719097580366,-12.37140902419634
0.788,-12.22466,-12.07754073545589,-12.37177926454411
0.789,-12.225,-12.07789097580365,-12.37210902419634
0.79,-12.22536,-12.07824073545589,-12.37247926454411
0.791,-12.2257,-12.07859097580366,-12.37280902419634
0.792,-12.22602,-12.0789331481063,-12.3731068518937
0.793,-12.22634,-12.0792109647962,-12.3734690352038
0.794,-12.22668,-12.07955948137666,-12.37380051862334
0.795,-12.22702,-12.0799331481063,-12.3741068518937
0.796,-12.22732,-12.0802331481063,-12.3744068518937
0.797,-12.22762,-12.0805331481063,-12.3747068518937
0.798,-12.22792,-12.0808331481063,-12.3750068518937
0.799,-12.2282,-12.08110336509627,-12.37529663490372
0.8,-12.22846,-12.08139405220786,-12.37552594779214
0.801,-12.22872,-12.0816331481063,-12.3758068518937
0.802,-12.22902,-12.0819331481063,-12.3761068518937
0.803,-12.22928,-12.08222554750025,-12.37633445249974
0.804,-12.22954,-12.08245188695207,-12.37662811304793
0.805,-12.22982,-12.0827331481063,-12.3769068518937
0.806,-12.23006,-12.08299405220786,-12.37712594779214
0.8070000000000001,-12.23028,-12.08322554750025,-12.37733445249975
0.8080000000000001,-12.23056,-12.08349405220786,-12.37762594779214
0.8090000000000001,-12.23076,-12.08369405220786,-12.37782594779214
0.8100000000000001,-12.231,-12.08395532991638,-12.37804467008362
0.8110000000000001,-12.23126,-12.08419405220786,-12.37832594779214
0.8120000000000001,-12.23146,-12.08439405220786,-12.37852594779214
0.8129999999999999,-12.23168,-12.08462554750025,-12.37873445249974
0.8139999999999999,-12.23188,-12.08482554750026,-12.37893445249975
0.8149999999999999,-12.2321,-12.08506770762856,-12.37913229237144
0.8159999999999999,-12.2323,-12.08526770762856,-12.37933229237144
0.8169999999999999,-12.2325,-12.08546770762856,-12.37953229237144
0.8179999999999999,-12.2327,-12.08566770762856,-12.37973229237144
0.819,-12.2329,-12.08586770762856,-12.37993229237144
0.82,-12.2331,-12.08606770762856,-12.38013229237144
0.821,-12.2333,-12.08626770762856,-12.38033229237144
0.822,-12.23346,-12.08639405220786,-12.38052594779214
0.823,-12.23364,-12.08661623321381,-12.38066376678619
0.824,-12.23382,-12.08678644260578,-12.38085355739422
0.825,-12.234,-12.08696770762856,-12.38103229237144
0.826,-12.23416,-12.08709405220786,-12.38122594779214
0.827,-12.23432,-12.08728644260578,-12.38135355739422
0.828,-12.2345,-12.08746770762856,-12.38153229237144
0.829,-12.23464,-12.08761623321381,-12.38166376678619
0.83,-12.23482,-12.08778644260578,-12.38185355739422
0.831,-12.23496,-12.08795839116527,-12.38196160883473
0.832,-12.23512,-12.08808644260578,-12.38215355739422
0.833,-12.23526,-12.08825839116527,-12.38226160883473
0.834,-12.23542,-12.08838644260578,-12.38245355739422
0.835,-12.23554,-12.08852859568047,-12.38255140431953
0.836,-12.23568,-12.08868989148926,-12.38267010851074
0.837,-12.23582,-12.08878644260578,-12.38285355739422
